citrusfruit,semi-finished bread,margarine,ready soups,butter,curd,grapes,pork,curd
yogurt,root vegetables,,,,,,,
yogurt,root vegetables,,,,,,,
yogurt,root vegetables,,,,,,,
yogurt,root vegetables,,,,,,,
yogurt,root vegetables,,,,,,,
yogurt,soft cheese,other vegetables,brownbread,,,,,
yogurt,soft cheese,,,,,,,
yogurt,spread cheese,grapes,wholemilk,wholemilk,,,,
yogurt,spread cheese,,,,,,,
yogurt,spread cheese,,,,,,,
yogurt,tropicalfruit,brownbread,,tropicalfruit,other vegetables,,,
yogurt,tropicalfruit,citrusfruit,,tropicalfruit,,,,
yogurt,tropicalfruit,curd,brownbread,beef,other vegetables,,,
yogurt,tropicalfruit,domesticeggs,,,,,,
yogurt,tropicalfruit,other vegetables,,brownbread,frozen vegetables,wholemilk,citrusfruit,specialty chocolate
yogurt,tropicalfruit,other vegetables,,,,,,
yogurt,tropicalfruit,other vegetables,wholemilk,cannedfish,wholemilk,,,
yogurt,tropicalfruit,pip fruit,curd,frozen meals,frozen vegetables,,,
yogurt,tropicalfruit,pip fruit,yogurt,,,,,
yogurt,tropicalfruit,wholemilk,brownbread,,,,,
yogurt,tropicalfruit,wholemilk,butter,,,,,
yogurt,tropicalfruit,wholemilk,wholemilk,,,,,
yogurt,tropicalfruit,yogurt,wholemilk,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,tropicalfruit,,,,,,,
yogurt,wholemilk,brownbread,wholemilk,domesticeggs,other vegetables,,,
yogurt,wholemilk,curd,,,,,,
yogurt,wholemilk,frozen vegetables,citrusfruit,tropicalfruit,tropicalfruit,,,
yogurt,wholemilk,frozen vegetables,turkey,,,,,
yogurt,wholemilk,frozen vegetables,wholemilk,citrusfruit,other vegetables,,,
yogurt,wholemilk,other vegetables,curd,,,,,
yogurt,wholemilk,other vegetables,,butter,wholemilk,,,
yogurt,wholemilk,other vegetables,grapes,,,,,
yogurt,wholemilk,other vegetables,yogurt,,,,,
yogurt,wholemilk,pip fruit,,wholemilk,curd,,,
yogurt,wholemilk,pip fruit,,,,,,
yogurt,wholemilk,root vegetables,grapes,wholemilk,other vegetables,,,
yogurt,wholemilk,root vegetables,wholemilk,,,,,
yogurt,wholemilk,soups,yogurt,,,,,
yogurt,wholemilk,tropicalfruit,buttermilk,citrusfruit,pip fruit,,,
yogurt,wholemilk,tropicalfruit,domesticeggs,tropicalfruit,pip fruit,,,
yogurt,wholemilk,tropicalfruit,wholemilk,,,,,
yogurt,wholemilk,wholemilk,buttermilk,,,,,
yogurt,wholemilk,wholemilk,,cream cheese ,grapes,,,
yogurt,wholemilk,wholemilk,,meat,other vegetables,,,
yogurt,wholemilk,wholemilk,wholemilk,frozen vegetables,chicken,,,
yogurt,wholemilk,yogurt,,yogurt,beef,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,wholemilk,,,,,,,
yogurt,yogurt,chicken,brownbread,pork,specialty chocolate,,,
yogurt,yogurt,other vegetables,,domesticeggs,butter,citrusfruit,tropicalfruit,grapes
yogurt,yogurt,root vegetables,,,,,,
yogurt,yogurt,tropicalfruit,buttermilk,tropicalfruit,yogurt,other vegetables,other vegetables,root vegetables
yogurt,yogurt,tropicalfruit,,hamburger meat,nut snack,,,
yogurt,yogurt,yogurt,brownbread,citrusfruit,brownbread,,,
yogurt,yogurt,,,,,,,
yogurt,yogurt,,,,,,,
yogurt,yogurt,,,,,,,
yogurt,yogurt,,,,,,,
yogurt,yogurt,,,,,,,
yogurt,yogurt,,,,,,,
yogurt,yogurt,,,,,,,
